source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"2655700N1010",0,"RINCHU_DRUG","クロトリマゾール１％クリーム",0,"None",19700101,20991231,
"2655700N1176",0,"RINCHU_DRUG","エンペシドクリーム１％",0,"None",19700101,20991231,
"2655700N1192",0,"RINCHU_DRUG","クロトリマゾールクリーム１％「イワキ」",0,"None",19700101,20991231,
"2655700N1206",0,"RINCHU_DRUG","クロトリマゾールクリーム１％「日医工」",0,"None",19700101,20991231,
"2655700Q2128",0,"RINCHU_DRUG","エンペシド外用液１％",0,"None",19700101,20991231,
"2655700Q2136",0,"RINCHU_DRUG","クロトリマゾール外用液１％「日医工」",0,"None",19700101,20991231,
"2655702N1060",0,"RINCHU_DRUG","フロリードＤクリーム１％",0,"None",19700101,20991231,
"2655703N1056",0,"RINCHU_DRUG","アデスタンクリーム１％",0,"None",19700101,20991231,
"2655706N1041",0,"RINCHU_DRUG","オキナゾールクリーム１％",0,"None",19700101,20991231,
"2655706Q1048",0,"RINCHU_DRUG","オキナゾール外用液１％",0,"None",19700101,20991231,
"2655707N1038",0,"RINCHU_DRUG","エクセルダームクリーム１％",0,"None",19700101,20991231,
"2655707Q1034",0,"RINCHU_DRUG","エクセルダーム外用液１％",0,"None",19700101,20991231,
"2655708N1016",0,"RINCHU_DRUG","ビホナゾール１％クリーム",0,"None",19700101,20991231,
"2655708N1261",0,"RINCHU_DRUG","マイコスポールクリーム１％",0,"None",19700101,20991231,
"2655708N1288",0,"RINCHU_DRUG","ビホナゾールクリーム１％「Ｆ」",0,"None",19700101,20991231,
"2655708N1296",0,"RINCHU_DRUG","ビホナゾールクリーム１％「ＹＤ」",0,"None",19700101,20991231,
"2655708N1300",0,"RINCHU_DRUG","ビホナゾールクリーム１％「サワイ」",0,"None",19700101,20991231,
"2655708N1318",0,"RINCHU_DRUG","ビホナゾールクリーム１％「イワキ」",0,"None",19700101,20991231,
"2655708N1326",0,"RINCHU_DRUG","ビホナゾールクリーム１％「武田テバ」",0,"None",19700101,20991231,
"2655708Q1012",0,"RINCHU_DRUG","ビホナゾール１％液",0,"None",19700101,20991231,
"2655708Q1179",0,"RINCHU_DRUG","マイコスポール外用液１％",0,"None",19700101,20991231,
